work_id,mp_name,house,state,constituency,vendor_id,work_category,recommended_date,sanction_date,sanctioned_amount,expenditure_amount,completion_percent,beneficiary_ids,tenure_end,is_anomaly,anomaly_type
W-210080,M.K. VISHNUPRASAD,Lok Sabha,Tamil Nadu,CUDDALORE,V-849452,Education,2021-12-24,2021-12-25,9220430.86,6521655.15,37,"B-578544,B-676604,B-259636",,False,
W-209892,M.K. VISHNUPRASAD,Lok Sabha,Tamil Nadu,CUDDALORE,V-703234,Health,2023-02-10,2023-03-02,94954231.15,86383158.19,66,"B-353512,B-737111,B-822121,B-795027,B-301029",,False,
W-426521,M.K. VISHNUPRASAD,Lok Sabha,Tamil Nadu,CUDDALORE,V-439005,Health,2025-07-22,2025-08-25,42090337.99,38682606.68,71,"B-73919,B-343184,B-521086,B-903919,B-514273",,False,
W-375205,Maddila Gurumoorthy,Lok Sabha,Andhra Pradesh,TIRUPATI(SC),V-904212,Road,2022-02-24,2022-03-14,113371285.72,78765458.39,66,"B-52331,B-500249,B-397925,B-558540",,False,
W-616131,Maddila Gurumoorthy,Lok Sabha,Andhra Pradesh,TIRUPATI(SC),V-111499,Sanitation,2023-05-17,2023-05-20,59856364.51,39437777.25,49,"B-106153,B-504422,B-642587",,False,
W-651586,Maddila Gurumoorthy,Lok Sabha,Andhra Pradesh,TIRUPATI(SC),V-640705,Other,2023-11-11,2023-11-17,6269361.74,6120517.55,93,"B-435741,B-206704,B-978757",,False,
W-598985,MADHAVANENI RAGHUNANDAN RAO,Lok Sabha,Telangana,MEDAK,V-799249,Water,2026-04-24,2026-05-22,29887359.68,27775622.38,64,"B-708265,B-505272,B-56850,B-839728,B-355955",,False,
W-106681,MADHAVANENI RAGHUNANDAN RAO,Lok Sabha,Telangana,MEDAK,V-119062,Health,2026-03-15,2026-03-18,74097253.62,65367396.39,52,"B-947098,B-859938,B-530537,B-365757",,False,
W-997449,MADHAVANENI RAGHUNANDAN RAO,Lok Sabha,Telangana,MEDAK,V-210576,Sanitation,2023-12-06,2023-12-07,42280386.7,41256148.09,63,"B-219469,B-246512",,False,
W-181645,Magunta Sreenivasulu Reddy,Lok Sabha,Andhra Pradesh,ONGOLE,V-579232,Water,2025-02-28,2025-02-28,19123240.91,15979414.03,44,"B-233016,B-695826",,False,
W-148270,Magunta Sreenivasulu Reddy,Lok Sabha,Andhra Pradesh,ONGOLE,V-653980,Other,2021-12-10,2021-12-21,27283243.61,23396477.48,57,"B-184628,B-122173,B-199555,B-290209,B-773798",,False,
W-504447,Magunta Sreenivasulu Reddy,Lok Sabha,Andhra Pradesh,ONGOLE,V-350997,Sanitation,2023-12-09,2023-12-21,14783631.77,13805071.37,71,"B-562943,B-820082,B-124464,B-414262,B-424848",,False,
W-464439,Magunta Sreenivasulu Reddy,Lok Sabha,Andhra Pradesh,ONGOLE,V-268938,Education,2025-08-18,2025-08-18,1425813.04,1039433.66,86,"B-545472,B-941063,B-243196,B-387776",,False,
W-579416,Magunta Sreenivasulu Reddy,Lok Sabha,Andhra Pradesh,ONGOLE,V-966140,Water,2024-09-29,2024-10-25,10987511.87,8564738.7,56,"B-538013,B-477820,B-105752,B-12777",,False,
W-705205,Magunta Sreenivasulu Reddy,Lok Sabha,Andhra Pradesh,ONGOLE,V-835982,Health,2024-08-02,2024-08-23,18172704.7,16248682.99,44,"B-7907,B-501665,B-721756,B-989889",,False,
W-747238,Magunta Sreenivasulu Reddy,Lok Sabha,Andhra Pradesh,ONGOLE,V-214541,Road,2024-12-01,2024-12-04,28602289.32,20085172.82,81,"B-295670,B-464786",,False,
W-513310,Magunta Sreenivasulu Reddy,Lok Sabha,Andhra Pradesh,ONGOLE,V-319394,Road,2026-01-21,2026-02-22,25886564.78,24630265.82,56,"B-550809,B-275598,B-717503,B-593996,B-951833",,False,
W-255852,Mahendra Singh Solanky,Lok Sabha,Madhya Pradesh,DEWAS(SC),V-629765,Road,2023-08-01,2023-08-24,8507722.39,6800287.52,42,"B-703073,B-285990",,True,sanction_delay
W-690433,Mahendra Singh Solanky,Lok Sabha,Madhya Pradesh,DEWAS(SC),V-573794,Road,2026-08-21,2026-09-18,42410551.15,43626979.67,70,"B-154586,B-772949",,True,cost_overrun
W-921585,Mahendra Singh Solanky,Lok Sabha,Madhya Pradesh,DEWAS(SC),V-263745,Education,2022-10-21,2022-12-13,5013877.21,3722369.93,87,"B-672421,B-895800",,True,sanction_delay
W-836024,Mahendra Singh Solanky,Lok Sabha,Madhya Pradesh,DEWAS(SC),V-715994,Education,2022-11-13,2022-12-08,22587706.22,17003072.34,72,"B-714382,B-885694,B-758052,B-833078",,False,
W-824058,Mahendra Singh Solanky,Lok Sabha,Madhya Pradesh,DEWAS(SC),V-971726,Water,2023-08-08,2023-09-06,14771540.02,14333929.82,88,"B-967639,B-998878",,False,
W-873159,Mahendra Singh Solanky,Lok Sabha,Madhya Pradesh,DEWAS(SC),V-724958,Education,2023-05-06,2023-05-29,29980040.5,19956786.15,54,"B-26012,B-471169,B-752528,B-984537",,False,
W-880092,Mahendra Singh Solanky,Lok Sabha,Madhya Pradesh,DEWAS(SC),V-814465,Road,2025-05-26,2025-06-11,4225911.16,4044111.9,58,"B-910564,B-18874,B-1636,B-469214,B-358662",,False,
W-919775,Mahendra Singh Solanky,Lok Sabha,Madhya Pradesh,DEWAS(SC),V-778355,Sanitation,2025-05-24,2025-06-12,18767651.35,18194399.45,56,"B-574599,B-768006,B-705781",,False,
W-264561,MAHESH KASHYAP,Lok Sabha,Chhattisgarh,BASTAR(ST),V-439712,Road,2023-08-03,2023-08-07,12435598.91,11784377.67,42,"B-158611,B-796175,B-352151,B-521418",,False,
W-990907,MAHESH KASHYAP,Lok Sabha,Chhattisgarh,BASTAR(ST),V-825597,Education,2022-06-28,2022-09-21,39232022.65,36866954.47,51,"B-956828,B-868065",,False,
W-397325,MAHESH KASHYAP,Lok Sabha,Chhattisgarh,BASTAR(ST),V-283829,Education,2026-05-11,2026-05-21,54392295.39,44990770.56,36,"B-273292,B-293794,B-663299",,False,
W-886634,MAHESH KASHYAP,Lok Sabha,Chhattisgarh,BASTAR(ST),V-55433,Sanitation,2022-10-29,2022-11-14,20643651.57,15219002.88,54,"B-237147,B-7206",,False,
W-130759,MAHESH KASHYAP,Lok Sabha,Chhattisgarh,BASTAR(ST),V-580014,Road,2026-07-08,2026-02-22,19561431.48,13732581.98,31,"B-819262,B-751125,B-278606,B-479171,B-947890",,True,delayed_completion
W-891801,Mahesh Sharma,Lok Sabha,Uttar Pradesh,GAUTAM BUDDHA NAGAR,V-899119,Health,2025-08-17,2025-09-01,30260478.38,28910804.35,90,"B-859178,B-565948,B-59008",,False,
W-894838,Mahesh Sharma,Lok Sabha,Uttar Pradesh,GAUTAM BUDDHA NAGAR,V-229114,Water,2025-11-07,2025-11-08,33997840.82,28114777.15,86,"B-628420,B-402154",,False,
W-458810,Mahesh Sharma,Lok Sabha,Uttar Pradesh,GAUTAM BUDDHA NAGAR,V-DUP-012,Sanitation,2021-10-08,2021-10-18,19043651.98,13295225.89,68,"B-322388,B-851407",,True,duplicate_vendor
W-668354,Mahesh Sharma,Lok Sabha,Uttar Pradesh,GAUTAM BUDDHA NAGAR,V-99082,Road,2024-02-02,2024-03-06,15541829.14,12286046.63,93,"B-512027,B-683265,B-974755",,False,
W-868175,Mahesh Sharma,Lok Sabha,Uttar Pradesh,GAUTAM BUDDHA NAGAR,V-472717,Education,2021-11-29,2021-12-18,25595026.91,19837383.52,56,"B-673727,B-482774,B-811522,B-379015",,False,
W-476916,Mahesh Sharma,Lok Sabha,Uttar Pradesh,GAUTAM BUDDHA NAGAR,V-294394,Other,2023-05-16,2023-05-23,13348943.96,9201296.58,38,"B-478314,B-235260",,False,
W-681573,Mahesh Sharma,Lok Sabha,Uttar Pradesh,GAUTAM BUDDHA NAGAR,V-291959,Sanitation,2026-01-23,2026-02-06,10284431.5,7121116.54,68,"B-302589,B-85197,B-805356",,False,
W-143316,MAHIMA KUMARI MEWAR,Lok Sabha,Rajasthan,RAJSAMAND,V-126962,Other,2022-05-22,2022-06-22,50683604.42,39465884.91,74,"B-270403,B-681976,B-895900",,False,
W-253522,MAHIMA KUMARI MEWAR,Lok Sabha,Rajasthan,RAJSAMAND,V-705451,Health,2022-06-12,2022-07-16,97324187.4,87969615.1,92,"B-631511,B-832465,B-281555,B-749425",,False,
W-700062,MAHIMA KUMARI MEWAR,Lok Sabha,Rajasthan,RAJSAMAND,V-337802,Education,2026-08-18,2024-07-01,34964890.47,26434534.09,21,"B-523988,B-619693,B-344586,B-375236",,True,delayed_completion
W-663991,Mala Rajya Laxmi Shah,Lok Sabha,Uttarakhand,TEHRI GARHWAL,V-367802,Health,2022-03-20,2022-03-25,24663801.2,21388545.48,71,"B-15618,B-57107,B-95420",,False,
W-438099,Mala Rajya Laxmi Shah,Lok Sabha,Uttarakhand,TEHRI GARHWAL,V-771179,Other,2024-01-19,2024-02-03,33176841.66,31173606.81,47,"B-406237,B-743779,B-775173,B-527420",,False,
W-474217,Mala Rajya Laxmi Shah,Lok Sabha,Uttarakhand,TEHRI GARHWAL,V-456111,Education,2026-04-23,2026-04-30,42277125.79,28953701.11,40,"B-630427,B-71864,B-274822,B-998877",,False,
W-434248,Mala Rajya Laxmi Shah,Lok Sabha,Uttarakhand,TEHRI GARHWAL,V-617720,Water,2026-03-21,2026-03-25,46147231.35,37555259.03,52,"B-697592,B-660191",,False,
W-472593,Mala Roy,Lok Sabha,West Bengal,KOLKATA DAKSHIN,V-921320,Education,2022-10-21,2022-11-16,31981563.0,30076052.85,87,"B-653464,B-268838,B-590393,B-140291,B-423375",,True,sanction_delay
W-920399,Mala Roy,Lok Sabha,West Bengal,KOLKATA DAKSHIN,V-DUP-005,Other,2021-10-07,2021-10-31,31130762.51,21817799.92,78,"B-607280,B-779500",,False,
W-733651,Mala Roy,Lok Sabha,West Bengal,KOLKATA DAKSHIN,V-503415,Sanitation,2023-10-16,2023-11-07,15379682.43,13256443.22,57,"B-199048,B-82685,B-694168",,False,
W-854754,Mala Roy,Lok Sabha,West Bengal,KOLKATA DAKSHIN,V-789706,Health,2023-05-19,2023-06-04,15736540.89,12768932.96,67,"B-194295,B-218380",,False,
W-773834,Mala Roy,Lok Sabha,West Bengal,KOLKATA DAKSHIN,V-883124,Health,2025-09-02,2025-09-12,21243681.47,16741477.32,41,"B-509231,B-168128,B-304078,B-109838",,False,
W-422120,Mala Roy,Lok Sabha,West Bengal,KOLKATA DAKSHIN,V-149888,Sanitation,2022-02-09,2022-03-14,18078278.33,14963389.55,65,"B-216536,B-516078,B-443634,B-48742",,False,
W-161928,Mala Roy,Lok Sabha,West Bengal,KOLKATA DAKSHIN,V-DUP-001,Health,2021-10-01,2021-10-29,12714491.37,8740674.74,56,"B-590338,B-450856,B-28826,B-329191",,True,duplicate_vendor
W-887500,MALAIYARASAN D,Lok Sabha,Tamil Nadu,KALLAKURICHI,V-16788,Education,2023-07-05,2023-08-02,42875044.4,33348688.87,63,"B-638864,B-568996,B-922382",,False,
W-995705,MALAIYARASAN D,Lok Sabha,Tamil Nadu,KALLAKURICHI,V-987111,Health,2025-09-29,2025-09-30,14008846.54,10375129.95,64,"B-779921,B-821020,B-137555",,False,
W-117828,MALAIYARASAN D,Lok Sabha,Tamil Nadu,KALLAKURICHI,V-644518,Education,2023-08-16,2023-08-28,20613280.76,16819510.84,90,"B-534223,B-162250,B-623944",,False,
W-330545,MALAIYARASAN D,Lok Sabha,Tamil Nadu,KALLAKURICHI,V-346206,Other,2026-01-03,2026-01-03,29311073.09,26488701.27,68,"B-26957,B-217348,B-110456",,False,
W-371985,MALAIYARASAN D,Lok Sabha,Tamil Nadu,KALLAKURICHI,V-154781,Water,2023-03-19,2023-03-21,53413117.29,39377545.87,83,"B-320381,B-356446,B-979881,B-437860,B-770668",,False,
W-616782,MALAIYARASAN D,Lok Sabha,Tamil Nadu,KALLAKURICHI,V-782335,Road,2022-09-14,2022-09-30,40370232.95,26529114.85,44,"B-842377,B-925716",,False,
W-680533,MALVIKA DEVI,Lok Sabha,Odisha,KALAHANDI,V-373016,Sanitation,2024-06-04,2024-06-23,9491347.64,6355309.1,75,"B-800479,B-905150,B-807312,B-513141",,False,
W-777504,MALVIKA DEVI,Lok Sabha,Odisha,KALAHANDI,V-907819,Education,2026-02-19,2026-03-16,8461373.18,6930867.47,37,"B-975328,B-348388,B-588126,B-487362,B-981047",,False,
W-252157,MALVIKA DEVI,Lok Sabha,Odisha,KALAHANDI,V-861965,Education,2022-03-13,2022-04-05,17532046.16,13494053.67,72,"B-327707,B-929554",,False,
W-503172,MALVIKA DEVI,Lok Sabha,Odisha,KALAHANDI,V-415259,Other,2021-11-18,2021-11-20,11771580.28,9018130.27,37,"B-243847,B-821397,B-911098",,False,
W-784286,MALVIKA DEVI,Lok Sabha,Odisha,KALAHANDI,V-683404,Other,2025-03-05,2025-03-10,5959622.3,4246101.81,42,"B-696662,B-383217",,False,
W-998664,MALVIKA DEVI,Lok Sabha,Odisha,KALAHANDI,V-896625,Health,2022-11-24,2022-12-21,7842045.44,7093326.05,78,"B-509484,B-410257,B-127273",,False,
W-572916,MALVIKA DEVI,Lok Sabha,Odisha,KALAHANDI,V-526477,Other,2021-12-22,2021-12-28,44338608.1,30442877.99,81,"B-555352,B-431024",,False,
W-730194,MALVIKA DEVI,Lok Sabha,Odisha,KALAHANDI,V-410775,Water,2025-06-15,2025-06-28,40868376.9,27178655.94,50,"B-500745,B-50156,B-501525",,False,
W-375551,MALVINDER SINGH KANG,Lok Sabha,Punjab,ANANDPUR SAHIB,V-167251,Other,2021-12-26,2022-01-06,17520228.52,15269274.09,88,"B-999820,B-990619,B-274130,B-240971",,False,
W-513232,MALVINDER SINGH KANG,Lok Sabha,Punjab,ANANDPUR SAHIB,V-296142,Water,2026-08-22,2026-09-13,19797335.99,17330890.4,48,"B-471202,B-7645,B-359888,B-970972,B-762537",,False,
W-751696,MALVINDER SINGH KANG,Lok Sabha,Punjab,ANANDPUR SAHIB,V-935922,Other,2026-08-22,2026-08-22,7834988.56,5924148.51,53,"B-583713,B-173204,B-490514,B-900804",,False,
W-999241,MALVINDER SINGH KANG,Lok Sabha,Punjab,ANANDPUR SAHIB,V-349843,Other,2026-03-26,2026-04-04,14298952.26,13607341.5,89,"B-362121,B-628292",,False,
W-446937,MALVINDER SINGH KANG,Lok Sabha,Punjab,ANANDPUR SAHIB,V-184175,Water,2025-06-06,2025-06-10,30280189.45,24078782.39,42,"B-967303,B-633254",,False,
W-357557,MALVINDER SINGH KANG,Lok Sabha,Punjab,ANANDPUR SAHIB,V-600870,Water,2021-12-25,2022-01-28,13775012.35,9120291.46,88,"B-814083,B-317329,B-25796,B-879860",,False,
W-220753,MALVINDER SINGH KANG,Lok Sabha,Punjab,ANANDPUR SAHIB,V-312175,Health,2022-09-10,2022-09-14,42758292.87,41573940.37,90,"B-852540,B-462967",,False,
W-678754,MANI. A.,Lok Sabha,Tamil Nadu,DHARAMAPURI,V-104043,Other,2023-02-05,2023-03-04,84017589.18,69984274.17,93,"B-524485,B-911616,B-424437",,False,
W-923357,MANI. A.,Lok Sabha,Tamil Nadu,DHARAMAPURI,V-830633,Road,2026-04-16,2026-04-21,14596168.67,13475968.14,80,"B-930924,B-895671,B-650873,B-755257",,False,
W-409420,MANI. A.,Lok Sabha,Tamil Nadu,DHARAMAPURI,V-970959,Water,2023-09-02,2023-09-17,17412832.14,13450926.9,73,"B-372106,B-722145,B-499999,B-66312,B-876227",,False,
W-666290,MANI. A.,Lok Sabha,Tamil Nadu,DHARAMAPURI,V-513696,Other,2024-04-01,2024-04-29,28007020.85,25701799.66,48,"B-736433,B-111461,B-546794,B-583586",,False,
W-663899,MANI. A.,Lok Sabha,Tamil Nadu,DHARAMAPURI,V-294867,Other,2023-07-15,2023-08-15,15564628.68,11654200.36,66,"B-848875,B-600065,B-872565,B-194041",,False,
W-611268,MANI. A.,Lok Sabha,Tamil Nadu,DHARAMAPURI,V-732281,Health,2024-08-21,2024-09-04,4094256.23,3471927.67,37,"B-150484,B-440964,B-811349,B-569676,B-660092",,False,
W-756791,Manickam Tagore B,Lok Sabha,Tamil Nadu,VIRUDHUNAGAR,V-620289,Other,2022-12-21,2023-01-03,43736946.02,41369271.47,54,"B-680558,B-737918,B-216232",,False,
W-827535,Manickam Tagore B,Lok Sabha,Tamil Nadu,VIRUDHUNAGAR,V-121272,Sanitation,2026-07-24,2026-07-26,41495730.87,36118492.73,80,"B-879026,B-442625,B-716087",,False,
W-754425,Manickam Tagore B,Lok Sabha,Tamil Nadu,VIRUDHUNAGAR,V-76965,Education,2023-02-05,2023-02-14,61032323.1,55963449.57,59,"B-402262,B-932431,B-830966",,False,
W-702565,MANISH JAISWAL,Lok Sabha,Jharkhand,HAZARIBAGH,V-627285,Education,2024-11-11,2024-11-12,66636957.79,64154094.47,67,"B-204068,B-256417,B-423987,B-364589,B-846382",,False,
W-619749,MANISH JAISWAL,Lok Sabha,Jharkhand,HAZARIBAGH,V-227996,Other,2021-12-27,2021-12-28,46522200.25,43109465.08,65,"B-698861,B-377345,B-242019,B-943349",,False,
W-348368,MANISH JAISWAL,Lok Sabha,Jharkhand,HAZARIBAGH,V-808466,Health,2023-07-02,2023-07-26,3068064.2,2892225.11,73,"B-659529,B-432354,B-557759,B-180018",,True,duplicate_beneficiary
W-466165,MANISH JAISWAL,Lok Sabha,Jharkhand,HAZARIBAGH,V-542246,Education,2022-06-25,2022-06-29,30037777.76,19550115.93,77,"B-902377,B-964876,B-133147",,False,
W-775051,MANISH TEWARI,Lok Sabha,Chandigarh,CHANDIGARH,V-554534,Other,2024-09-04,2024-10-08,29936301.29,21575224.71,37,"B-353737,B-753879",,False,
W-655808,MANISH TEWARI,Lok Sabha,Chandigarh,CHANDIGARH,V-940658,Sanitation,2022-03-13,2022-03-20,13708238.1,12422590.06,83,"B-858923,B-92374",,False,
W-888380,MANISH TEWARI,Lok Sabha,Chandigarh,CHANDIGARH,V-887710,Road,2023-01-03,2023-01-18,45507506.86,35927893.46,68,"B-312439,B-246340",,False,
W-800311,MANISH TEWARI,Lok Sabha,Chandigarh,CHANDIGARH,V-471353,Other,2025-12-03,2026-01-03,10490883.75,10056736.26,74,"B-134525,B-732656,B-114527",,False,
W-666145,MANISH TEWARI,Lok Sabha,Chandigarh,CHANDIGARH,V-965624,Road,2021-10-15,2021-11-05,22774413.14,20602428.93,62,"B-183583,B-458397,B-572702,B-DUP-012",,True,duplicate_beneficiary
W-693167,MANISH TEWARI,Lok Sabha,Chandigarh,CHANDIGARH,V-775798,Education,2022-10-24,2022-11-07,35712819.17,29243860.42,73,"B-916440,B-3081,B-373036,B-46906",,False,
W-609753,MANISH TEWARI,Lok Sabha,Chandigarh,CHANDIGARH,V-9586,Other,2022-02-01,2022-02-09,19329524.22,20192127.37,77,"B-565519,B-925611,B-870771,B-376322",,True,cost_overrun
W-816365,MANJU SHARMA,Lok Sabha,Rajasthan,JAIPUR,V-428759,Sanitation,2024-01-13,2024-01-13,49383899.17,45697555.78,80,"B-466813,B-948894,B-802358",,False,
W-699382,MANJU SHARMA,Lok Sabha,Rajasthan,JAIPUR,V-153702,Education,2023-09-16,2023-10-09,22696942.92,17554614.59,59,"B-825065,B-702690,B-774002",,False,
W-637093,MANJU SHARMA,Lok Sabha,Rajasthan,JAIPUR,V-698839,Road,2023-10-12,2023-10-13,22015436.99,17388904.18,66,"B-705715,B-122458,B-293803",,False,
W-979885,MANJU SHARMA,Lok Sabha,Rajasthan,JAIPUR,V-720752,Other,2024-02-11,2024-02-18,4368174.92,3195829.63,53,"B-219888,B-148423,B-83900,B-316020",,False,
W-925021,MANJU SHARMA,Lok Sabha,Rajasthan,JAIPUR,V-736549,Water,2022-04-13,2022-04-24,67783032.6,62630378.62,47,"B-781597,B-257802",,False,
W-108153,MANNA LAL RAWAT,Lok Sabha,Rajasthan,UDAIPUR(ST),V-846931,Health,2025-01-23,2025-02-12,29131626.49,25339366.45,57,"B-926740,B-949731",,False,
W-208549,MANNA LAL RAWAT,Lok Sabha,Rajasthan,UDAIPUR(ST),V-619443,Education,2021-11-02,2021-11-14,44832417.37,35443495.63,82,"B-592267,B-282749,B-545946",,False,
W-173079,MANNA LAL RAWAT,Lok Sabha,Rajasthan,UDAIPUR(ST),V-219888,Water,2025-11-05,2025-11-12,40357998.92,26835814.25,51,"B-160373,B-323719",,False,
W-366866,MANNA LAL RAWAT,Lok Sabha,Rajasthan,UDAIPUR(ST),V-817180,Health,2025-09-08,2025-09-15,31942957.22,28870263.97,85,"B-328254,B-597029,B-69756",,False,
W-599750,MANOHAR LAL,Lok Sabha,Haryana,KARNAL,V-739524,Sanitation,2025-11-19,2026-01-08,4615312.38,3667296.93,57,"B-537099,B-769518,B-613923",,False,
W-633046,MANOHAR LAL,Lok Sabha,Haryana,KARNAL,V-420408,Health,2022-03-11,2022-03-19,24461924.67,22546528.95,67,"B-631173,B-961462,B-672435",,False,
W-170730,MANOHAR LAL,Lok Sabha,Haryana,KARNAL,V-912227,Health,2022-02-11,2022-03-08,103570594.74,82371476.82,50,"B-631757,B-233691",,False,
W-285514,MANOHAR LAL,Lok Sabha,Haryana,KARNAL,V-924746,Road,2026-01-04,2026-01-19,5699281.82,4659373.57,82,"B-606857,B-307287,B-453573",,False,
W-496942,MANOHAR LAL,Lok Sabha,Haryana,KARNAL,V-484043,Health,2022-07-02,2022-07-30,7917886.38,7526591.92,48,"B-268083,B-66734,B-838724,B-18539,B-852540",,False,
W-553168,MANOJ KUMAR,Lok Sabha,Bihar,SASARAM(SC),V-121117,Health,2026-04-19,2026-05-15,14845755.03,11027433.07,50,"B-93744,B-881988,B-597284",,False,
W-103658,MANOJ KUMAR,Lok Sabha,Bihar,SASARAM(SC),V-477706,Health,2023-05-03,2023-05-13,29196980.82,27269426.65,35,"B-638030,B-612872",,False,
W-514717,MANOJ KUMAR,Lok Sabha,Bihar,SASARAM(SC),V-856816,Education,2023-07-27,2023-08-05,11104569.52,9751675.45,94,"B-142038,B-416515,B-606575",,False,
W-178501,MANOJ KUMAR,Lok Sabha,Bihar,SASARAM(SC),V-28522,Road,2026-04-07,2026-05-13,14667331.03,9960518.14,65,"B-327536,B-555359,B-59320,B-69755",,False,
W-978855,MANOJ KUMAR,Lok Sabha,Bihar,SASARAM(SC),V-760906,Other,2022-02-17,2022-02-27,12782164.87,16540325.09,81,"B-644521,B-821157,B-517353",,True,cost_overrun
W-322991,MANOJ KUMAR,Lok Sabha,Bihar,SASARAM(SC),V-936996,Water,2025-10-25,2025-11-08,49803345.02,35684766.87,88,"B-622883,B-413985,B-240271,B-120884",,False,
W-773534,MANOJ KUMAR,Lok Sabha,Bihar,SASARAM(SC),V-468600,Sanitation,2023-03-12,2023-03-14,13864853.71,10360324.89,81,"B-638843,B-472543,B-986558",,False,
W-162981,MANOJ TIGGA,Lok Sabha,West Bengal,ALIPURDUARS(ST),V-552918,Road,2025-08-25,2025-09-15,8353257.54,6100073.76,48,"B-526824,B-428671,B-619555,B-787538,B-786339",,True,sanction_delay
W-349827,MANOJ TIGGA,Lok Sabha,West Bengal,ALIPURDUARS(ST),V-665559,Road,2022-12-18,2022-12-31,10439053.09,7719420.0,94,"B-698786,B-722308",,False,
W-941251,MANOJ TIGGA,Lok Sabha,West Bengal,ALIPURDUARS(ST),V-864958,Health,2022-09-09,2022-10-07,49730910.18,38137357.42,77,"B-622037,B-883240,B-439481",,False,
W-244100,MANOJ TIGGA,Lok Sabha,West Bengal,ALIPURDUARS(ST),V-DUP-006,Road,2021-10-18,2021-10-25,6871813.75,6022526.66,66,"B-382463,B-688892,B-18411,B-821861,B-298126",,True,duplicate_vendor
W-422949,MANOJ TIGGA,Lok Sabha,West Bengal,ALIPURDUARS(ST),V-824698,Sanitation,2025-07-08,2025-07-19,26400407.85,25393923.91,94,"B-32913,B-246245",,False,
W-957392,MANOJ TIGGA,Lok Sabha,West Bengal,ALIPURDUARS(ST),V-922955,Sanitation,2025-10-30,2025-11-03,44469557.59,37545635.04,76,"B-812285,B-340415,B-433711,B-238925",,False,
W-516616,Manoj Tiwari,Lok Sabha,Delhi,NORTH EAST DELHI,V-753463,Water,2024-10-04,2024-11-05,28574211.15,19955481.54,83,"B-905726,B-36312,B-170644",,False,
W-317845,Manoj Tiwari,Lok Sabha,Delhi,NORTH EAST DELHI,V-138382,Sanitation,2025-10-11,2025-10-31,19761135.1,19151735.14,46,"B-443338,B-418582,B-614943",,False,
W-276521,Manoj Tiwari,Lok Sabha,Delhi,NORTH EAST DELHI,V-523910,Sanitation,2025-08-02,2025-08-14,45573681.84,40047802.25,40,"B-848864,B-12162,B-391919",,False,
W-329724,Manoj Tiwari,Lok Sabha,Delhi,NORTH EAST DELHI,V-204397,Health,2024-10-09,2024-10-24,16932777.9,12463250.6,55,"B-492666,B-354045,B-721241",,False,
W-176591,Manoj Tiwari,Lok Sabha,Delhi,NORTH EAST DELHI,V-949554,Sanitation,2023-03-13,2023-03-24,43732325.54,33148137.59,80,"B-469999,B-668515,B-107163,B-684006,B-618015",,False,
W-331725,Manoj Tiwari,Lok Sabha,Delhi,NORTH EAST DELHI,V-536977,Other,2024-01-16,2024-01-30,70140507.18,47208437.34,51,"B-86014,B-994256,B-701346",,False,
W-358424,Mansukhbhai Dhanjibhai Vasava,Lok Sabha,Gujarat,BHARUCH,V-308906,Water,2023-08-11,2023-08-17,13727033.71,10019847.51,80,"B-473721,B-215198,B-620949,B-731957,B-863040",,False,
W-904220,Mansukhbhai Dhanjibhai Vasava,Lok Sabha,Gujarat,BHARUCH,V-48897,Road,2024-02-29,2024-03-25,36730315.65,31303347.28,88,"B-363825,B-857090",,False,
W-560877,Mansukhbhai Dhanjibhai Vasava,Lok Sabha,Gujarat,BHARUCH,V-257460,Sanitation,2023-09-25,2023-09-29,18622180.62,15176815.78,40,"B-253009,B-911232,B-663078,B-49326",,False,
W-773732,Mansukhbhai Dhanjibhai Vasava,Lok Sabha,Gujarat,BHARUCH,V-308801,Sanitation,2026-08-10,2026-08-26,21641752.93,14190642.35,90,"B-800194,B-97848",,False,
W-520509,Mansukhbhai Dhanjibhai Vasava,Lok Sabha,Gujarat,BHARUCH,V-616780,Other,2021-11-13,2021-12-03,23176378.28,20374160.15,87,"B-130759,B-973921",,False,
W-332550,Mansukhbhai Dhanjibhai Vasava,Lok Sabha,Gujarat,BHARUCH,V-740617,Other,2024-01-15,2024-01-16,32367338.81,23829881.53,86,"B-923114,B-788467",,False,
W-119621,MIAN ALTAF AHMAD,Lok Sabha,Jammu And Kashmir,ANANTNAG,V-821548,Health,2025-08-15,2025-09-06,7965874.64,5961273.44,56,"B-274937,B-694696,B-459667",,False,
W-847215,MIAN ALTAF AHMAD,Lok Sabha,Jammu And Kashmir,ANANTNAG,V-50111,Water,2025-06-21,2025-06-30,45872476.83,39794465.93,78,"B-92038,B-972160",,False,
W-354477,MIAN ALTAF AHMAD,Lok Sabha,Jammu And Kashmir,ANANTNAG,V-886695,Health,2026-01-24,2026-02-09,16717052.59,11435062.8,90,"B-38436,B-716116,B-882413,B-25487",,False,
W-485367,MIAN ALTAF AHMAD,Lok Sabha,Jammu And Kashmir,ANANTNAG,V-903322,Road,2021-11-27,2021-12-28,22086932.17,19137025.3,58,"B-495085,B-781544,B-784900",,False,
W-385639,MIAN ALTAF AHMAD,Lok Sabha,Jammu And Kashmir,ANANTNAG,V-867021,Health,2023-03-10,2023-03-16,53622663.76,51814517.47,39,"B-557305,B-69896,B-998951,B-174878,B-274715",,False,
